Model,Selected Features,Accuracy,Precision,Recall,F1,F2,PR-AUC,ROC-AUC,False Negatives,True Positives
Logistic Regression + MI Top-all,442,0.8757961783439491,0.125,0.14285714285714285,0.13333333333333333,0.1388888888888889,0.11901671550061091,0.6205103201690233,18,3
