Threshold,Precision,Recall,F1,F2,False Negatives,True Positives,False Positives,True Negatives
0.00221996,0.10136452241715399,0.6265060240963856,0.174496644295302,0.3076923076923077,31,52,461,709
0.0022523573,0.099609375,0.6144578313253012,0.17142857142857143,0.30213270142180093,32,51,461,709
0.0022621104,0.09980430528375733,0.6144578313253012,0.1717171717171717,0.302491103202847,32,51,460,710
0.0022745251,0.1,0.6144578313253012,0.17200674536256325,0.3028503562945368,32,51,459,711
0.0022778723,0.10019646365422397,0.6144578313253012,0.17229729729729729,0.3032104637336504,32,51,458,712
0.002281866,0.10039370078740158,0.6144578313253012,0.17258883248730963,0.30357142857142855,32,51,457,713
0.0022915048,0.10059171597633136,0.6144578313253012,0.17288135593220338,0.3039332538736591,32,51,456,714
0.002305702,0.1007905138339921,0.6144578313253012,0.1731748726655348,0.3042959427207637,32,51,455,715
0.0023111843,0.100990099009901,0.6144578313253012,0.17346938775510204,0.3046594982078853,32,51,454,716
0.0023326522,0.10119047619047619,0.6144578313253012,0.1737649063032368,0.3050239234449761,32,51,453,717
0.002344263,0.10139165009940358,0.6144578313253012,0.17406143344709898,0.30538922155688625,32,51,452,718
0.0023445406,0.10159362549800798,0.6144578313253012,0.17435897435897435,0.3057553956834532,32,51,451,719
0.002351787,0.0998003992015968,0.6024096385542169,0.17123287671232876,0.30012004801920766,33,50,451,719
0.0023572631,0.1,0.6024096385542169,0.17152658662092624,0.3004807692307692,33,50,450,720
0.0023584163,0.10020040080160321,0.6024096385542169,0.1718213058419244,0.3008423586040915,33,50,449,721
0.0023676236,0.10040160642570281,0.6024096385542169,0.1721170395869191,0.30120481927710846,33,50,448,722
0.0023765857,0.09859154929577464,0.5903614457831325,0.16896551724137931,0.2955367913148372,34,49,448,722
0.0023849278,0.09879032258064516,0.5903614457831325,0.1692573402417962,0.29589371980676327,34,49,447,723
0.002388517,0.09898989898989899,0.5903614457831325,0.1695501730103806,0.2962515114873035,34,49,446,724
0.0023968061,0.09919028340080972,0.5903614457831325,0.16984402079722705,0.2966101694915254,34,49,445,725
0.0024043566,0.09939148073022312,0.5903614457831325,0.1701388888888889,0.296969696969697,34,49,444,726
0.0024056768,0.09959349593495935,0.5903614457831325,0.17043478260869566,0.2973300970873786,34,49,443,727
0.0024247125,0.09979633401221996,0.5903614457831325,0.17073170731707318,0.2976913730255164,34,49,442,728
0.0024353745,0.1,0.5903614457831325,0.17102966841186737,0.2980535279805353,34,49,441,729
0.0024431034,0.10020449897750511,0.5903614457831325,0.17132867132867133,0.2984165651644336,34,49,440,730
0.0024463371,0.10040983606557377,0.5903614457831325,0.17162872154115585,0.29878048780487804,34,49,439,731
0.0024483942,0.10061601642710473,0.5903614457831325,0.17192982456140352,0.29914529914529914,34,49,438,732
0.0024830254,0.10082304526748971,0.5903614457831325,0.17223198594024605,0.2995110024449878,34,49,437,733
0.0024855635,0.09896907216494845,0.5783132530120482,0.16901408450704225,0.2937576499388005,35,48,437,733
0.0024994465,0.09917355371900827,0.5783132530120482,0.1693121693121693,0.29411764705882354,35,48,436,734
0.002501661,0.09937888198757763,0.5783132530120482,0.1696113074204947,0.294478527607362,35,48,435,735
0.0025045946,0.0995850622406639,0.5783132530120482,0.16991150442477876,0.29484029484029484,35,48,434,736
0.0025087188,0.0997920997920998,0.5783132530120482,0.1702127659574468,0.2952029520295203,35,48,433,737
0.0025550518,0.09791666666666667,0.5662650602409639,0.1669626998223801,0.2894088669950739,36,47,433,737
0.0025612826,0.09812108559498957,0.5662650602409639,0.16725978647686832,0.28976572133168926,36,47,432,738
0.0025772734,0.09832635983263599,0.5662650602409639,0.16755793226381463,0.29012345679012347,36,47,431,739
0.0025830138,0.09853249475890985,0.5662650602409639,0.16785714285714284,0.2904820766378245,36,47,430,740
0.0026039332,0.09873949579831932,0.5662650602409639,0.16815742397137745,0.2908415841584158,36,47,429,741
